utterance,intent,word_count,language,framework,error_type,language.1,framework.1,error_type.1,language.2,framework.2,error_type.2,language.3,framework.3,error_type.3,language.4,framework.4,error_type.4,processed,label
create top ten list,generate,4,,,,,,,,,,,,,,,,create top ten list,1
make sql query,generate,3,,,,,,,,,,,,,,,,make sql query,1
i need a sql query to get top customers by revenue,generate,11,,,,,,,,,,,,,,,,need sql query get top customer revenue,1
can you generate a sql query to find top ten customers,generate,11,,,,,,,,,,,,,,,,generate sql query find top ten customer,1
how to generate sql query for top customers,generate,8,,,,,,,,,,,,,,,,how generate sql query top customer,1
generate sql to find top ten customers by revenue,generate,9,,,,,,,,,,,,,,,,generate sql find top ten customer revenue,1
i want to generate a sql query to get top ten customers,generate,12,,,,,,,,,,,,,,,,want generate sql query get top ten customer,1
create a sql query to find top ten customers by revenue using pandas,generate,13,,,,,,,,,,,,,,,,create sql query find top ten customer revenue use panda,1
can you help me generate a sql query to get top customers,generate,12,,,,,,,,,,,,,,,,help generate sql query get top customer,1
i am trying to generate a sql query to find top ten customers by revenue using express,generate,17,,express,,,express,,,express,,,express,,,express,,try generate sql query find top ten customer revenue use express,1
um so i need to generate a sql query to get top ten customers by revenue and i have no idea where to start,generate,24,,,,,,,,,,,,,,,,need generate sql query get top ten customer revenue no idea where start,1
so like i am trying to generate a sql query to find top ten customers by revenue but its not working with fastapi,generate,23,,fastapi,,,fastapi,,,fastapi,,,fastapi,,,fastapi,,try generate sql query find top ten customer revenue not work fastapi,1
okay so i want to generate a sql query to get top ten customers by revenue and i am using bash to automate it,generate,24,bash,,,bash,,,bash,,,,,,,,,want generate sql query get top ten customer revenue use bash automate,1
write a react component for a dropdown menu,generate,8,,react,,,react,,,react,,,react,,,react,,write react component dropdown menu,1
write react dropdown menu,generate,4,,react,,,react,,,react,,,react,,,react,,write react dropdown menu,1
create a react dropdown component,generate,5,,react,,,react,,,react,,,react,,,react,,create react dropdown component,1
make react dropdown,generate,3,,react,,,react,,,react,,,react,,,react,,make react dropdown,1
can you generate a react dropdown menu for me,generate,9,,react,,,react,,,react,,,react,,,react,,generate react dropdown menu,1
i need a react component for a dropdown menu,generate,9,,react,,,react,,,react,,,react,,,react,,need react component dropdown menu,1
how do i create a dropdown menu in react,generate,9,,react,,,react,,,react,,,react,,,react,,how create dropdown menu react,1
i want to build a dropdown menu with react and typescript,generate,11,typescript,react,,typescript,react,,typescript,react,,typescript,react,,typescript,react,,want build dropdown menu react typescript,1
so i need a react dropdown menu with a list of items,generate,12,,react,,,react,,,react,,,react,,,react,,need react dropdown menu list item,1
can someone help me write a react component for a dropdown,generate,11,,react,,,react,,,react,,,react,,,react,,someone help write react component dropdown,1
i am trying to create a dropdown menu using react and spring,generate,12,,react,,,react,,,react,,,react,,,react,,try create dropdown menu use react spring,1
so basically i need a dropdown menu in my react app,generate,11,,react,,,react,,,react,,,react,,,react,,need dropdown menu react app,1
um so i want to create a dropdown menu in react with a lot of features,generate,16,,react,,,react,,,react,,,react,,,react,,want create dropdown menu react lot feature,1
i am thinking aloud here but how do i make a dropdown menu in react work with my existing code and stuff,generate,22,,react,,,react,,,react,,,react,,,react,,think aloud how make dropdown menu react work exist code stuff,1
okay so like i need a dropdown menu in my react thingy and it has to be like dynamic and stuff with java in the backend or something,generate,28,java,react,,java,react,,java,react,,java,react,,java,react,,need dropdown menu react thingy dynamic stuff java backend something,1
create a bash script to automate daily backups,generate,8,bash,,,bash,,,bash,,,,,,,,,create bash script automate daily backup,1
create daily backup bash script,generate,5,bash,,,bash,,,bash,,,,,,,,,create daily backup bash script,1
make a bash script for backups,generate,6,bash,,,bash,,,bash,,,,,,,,,make bash script backup,1
generate backup script,generate,3,,,,,,,,,,,,,,,,generate backup script,1
can you help me create a bash script to automate my daily backups,generate,13,bash,,,bash,,,bash,,,,,,,,,help create bash script automate daily backup,1
i need a bash script to run daily backups automatically,generate,10,bash,,,bash,,,bash,,,,,,,,,need bash script run daily backup automatically,1
how do i create a bash script for daily backups using express,generate,12,bash,express,,bash,express,,bash,express,,,express,,,express,,how create bash script daily backups use express,1
i want to automate daily backups with a bash script,generate,10,bash,,,bash,,,bash,,,,,,,,,want automate daily backup bash script,1
create a bash script that runs daily backups using terraform and java,generate,12,bash,terraform,,bash,terraform,,bash,terraform,,java,,,java,,,create bash script run daily backup use terraform java,1
i need to generate a bash script to automate my daily database backups using react,generate,15,bash,react,,bash,react,,bash,react,,,react,,,react,,need generate bash script automate daily database backup use react,1
um so i want to create a bash script that automates my daily backups every morning,generate,16,bash,,,bash,,,bash,,,,,,,,,want create bash script automate daily backup every morning,1
so basically i need a bash script to automate my daily backups and send me a notification if it fails,generate,20,bash,,,bash,,,bash,,,,,,,,,need bash script automate daily backup send notification fails,1
i am trying to create a bash script to automate my daily backups but i have no idea where to start,generate,21,bash,,,bash,,,bash,,,,,,,,,try create bash script automate daily backup no idea where start,1
ok so like i want to automate my daily backups with a bash script but i dont know how to use terraform with it,generate,24,bash,terraform,,bash,terraform,,bash,terraform,,,,,,,,ok want automate daily backup bash script dont know how use terraform,1
i am thinking of generating a bash script to automate my daily backups and also use it to automate some other tasks,generate,22,bash,,,bash,,,bash,,,,,,,,,think generate bash script automate daily backup also use automate task,1
generate a typescript interface for the user model,generate,8,typescript,,,typescript,,,typescript,,,typescript,,,typescript,,,generate typescript interface user model,1
create a typescript interface for user model,generate,7,typescript,,,typescript,,,typescript,,,typescript,,,typescript,,,create typescript interface user model,1
make a user model interface in typescript,generate,7,typescript,,,typescript,,,typescript,,,typescript,,,typescript,,,make user model interface typescript,1
generate typescript interface for users,generate,5,typescript,,,typescript,,,typescript,,,typescript,,,typescript,,,generate typescript interface user,1
can you generate a typescript interface for the user model,generate,10,typescript,,,typescript,,,typescript,,,typescript,,,typescript,,,generate typescript interface user model,1
i need a typescript interface for the user model generated,generate,10,typescript,,,typescript,,,typescript,,,typescript,,,typescript,,,need typescript interface user model generate,1
how about generating a user model interface in typescript,generate,9,typescript,,,typescript,,,typescript,,,typescript,,,typescript,,,how generate user model interface typescript,1
i want to generate a typescript interface for the user model with rust,generate,13,typescript,,,typescript,,,typescript,,,typescript,,,typescript,,,want generate typescript interface user model rust,1
